step,benchmark,correct,bin_lo,bin_hi,count,frac
20,math500,1,0.4,0.45,0,0.0
20,math500,1,0.45,0.5,0,0.0
20,math500,1,0.5,0.55,0,0.0
20,math500,1,0.55,0.6000000000000001,0,0.0
20,math500,1,0.6000000000000001,0.65,0,0.0
20,math500,1,0.65,0.7000000000000001,0,0.0
20,math500,1,0.7000000000000001,0.75,0,0.0
20,math500,1,0.75,0.8,0,0.0
20,math500,1,0.8,0.8500000000000001,0,0.0
20,math500,1,0.8500000000000001,0.9,0,0.0
20,math500,1,0.9,0.9500000000000001,15,0.09433962264150944
20,math500,1,0.9500000000000001,1.0,143,0.89937106918239
30,aime24,0,0.0,0.05,37,0.4111111111111111
30,aime24,0,0.05,0.1,0,0.0
30,aime24,0,0.1,0.15000000000000002,0,0.0
30,aime24,0,0.15000000000000002,0.2,0,0.0
30,aime24,0,0.2,0.25,0,0.0
30,aime24,0,0.25,0.30000000000000004,0,0.0
30,aime24,0,0.30000000000000004,0.35000000000000003,0,0.0
30,aime24,0,0.35000000000000003,0.4,0,0.0
30,aime24,0,0.4,0.45,0,0.0
30,aime24,0,0.45,0.5,0,0.0
30,aime24,0,0.5,0.55,0,0.0
30,aime24,0,0.55,0.6000000000000001,0,0.0
30,aime24,0,0.6000000000000001,0.65,0,0.0
30,aime24,0,0.65,0.7000000000000001,0,0.0
30,aime24,0,0.7000000000000001,0.75,0,0.0
30,aime24,0,0.75,0.8,0,0.0
30,aime24,0,0.8,0.8500000000000001,0,0.0
30,aime24,0,0.8500000000000001,0.9,0,0.0
30,aime24,0,0.9,0.9500000000000001,25,0.2777777777777778
30,aime24,0,0.9500000000000001,1.0,28,0.3111111111111111
30,aime24,1,0.0,0.05,0,0.0
30,aime24,1,0.05,0.1,0,0.0
30,aime24,1,0.1,0.15000000000000002,0,0.0
30,aime24,1,0.15000000000000002,0.2,0,0.0
30,aime24,1,0.2,0.25,0,0.0
30,aime24,1,0.25,0.30000000000000004,0,0.0
30,aime24,1,0.30000000000000004,0.35000000000000003,0,0.0
30,aime24,1,0.35000000000000003,0.4,0,0.0
30,aime24,1,0.4,0.45,0,0.0
30,aime24,1,0.45,0.5,0,0.0
30,aime24,1,0.5,0.55,0,0.0
30,aime24,1,0.55,0.6000000000000001,0,0.0
30,aime24,1,0.6000000000000001,0.65,0,0.0
30,aime24,1,0.65,0.7000000000000001,0,0.0
30,aime24,1,0.7000000000000001,0.75,0,0.0
30,aime24,1,0.75,0.8,0,0.0
30,aime24,1,0.8,0.8500000000000001,0,0.0
30,aime24,1,0.8500000000000001,0.9,0,0.0
30,aime24,1,0.9,0.9500000000000001,16,0.5333333333333333
30,aime24,1,0.9500000000000001,1.0,14,0.4666666666666667
30,amc24,0,0.0,0.05,16,0.3137254901960784
30,amc24,0,0.05,0.1,0,0.0
30,amc24,0,0.1,0.15000000000000002,0,0.0
30,amc24,0,0.15000000000000002,0.2,0,0.0
30,amc24,0,0.2,0.25,0,0.0
30,amc24,0,0.25,0.30000000000000004,0,0.0
30,amc24,0,0.30000000000000004,0.35000000000000003,0,0.0
30,amc24,0,0.35000000000000003,0.4,0,0.0
30,amc24,0,0.4,0.45,0,0.0
30,amc24,0,0.45,0.5,0,0.0
30,amc24,0,0.5,0.55,0,0.0
30,amc24,0,0.55,0.6000000000000001,0,0.0
30,amc24,0,0.6000000000000001,0.65,0,0.0
30,amc24,0,0.65,0.7000000000000001,0,0.0
30,amc24,0,0.7000000000000001,0.75,0,0.0
30,amc24,0,0.75,0.8,0,0.0
30,amc24,0,0.8,0.8500000000000001,1,0.0196078431372549
30,amc24,0,0.8500000000000001,0.9,0,0.0
30,amc24,0,0.9,0.9500000000000001,16,0.3137254901960784
30,amc24,0,0.9500000000000001,1.0,18,0.35294117647058826
30,amc24,1,0.0,0.05,0,0.0
30,amc24,1,0.05,0.1,0,0.0
30,amc24,1,0.1,0.15000000000000002,0,0.0
30,amc24,1,0.15000000000000002,0.2,0,0.0
30,amc24,1,0.2,0.25,0,0.0
30,amc24,1,0.25,0.30000000000000004,0,0.0
30,amc24,1,0.30000000000000004,0.35000000000000003,0,0.0
30,amc24,1,0.35000000000000003,0.4,0,0.0
30,amc24,1,0.4,0.45,0,0.0
30,amc24,1,0.45,0.5,0,0.0
30,amc24,1,0.5,0.55,0,0.0
30,amc24,1,0.55,0.6000000000000001,0,0.0
30,amc24,1,0.6000000000000001,0.65,0,0.0
30,amc24,1,0.65,0.7000000000000001,0,0.0
30,amc24,1,0.7000000000000001,0.75,0,0.0
30,amc24,1,0.75,0.8,0,0.0
30,amc24,1,0.8,0.8500000000000001,0,0.0
30,amc24,1,0.8500000000000001,0.9,0,0.0
30,amc24,1,0.9,0.9500000000000001,7,0.1794871794871795
30,amc24,1,0.9500000000000001,1.0,32,0.8205128205128205
30,math500,0,0.0,0.05,8,0.2
30,math500,0,0.05,0.1,0,0.0
30,math500,0,0.1,0.15000000000000002,0,0.0
30,math500,0,0.15000000000000002,0.2,0,0.0
30,math500,0,0.2,0.25,0,0.0
30,math500,0,0.25,0.30000000000000004,0,0.0
30,math500,0,0.30000000000000004,0.35000000000000003,0,0.0
30,math500,0,0.35000000000000003,0.4,0,0.0
30,math500,0,0.4,0.45,0,0.0
30,math500,0,0.45,0.5,0,0.0
30,math500,0,0.5,0.55,0,0.0
30,math500,0,0.55,0.6000000000000001,0,0.0
30,math500,0,0.6000000000000001,0.65,0,0.0
30,math500,0,0.65,0.7000000000000001,0,0.0
30,math500,0,0.7000000000000001,0.75,0,0.0
30,math500,0,0.75,0.8,0,0.0
30,math500,0,0.8,0.8500000000000001,0,0.0
30,math500,0,0.8500000000000001,0.9,0,0.0
30,math500,0,0.9,0.9500000000000001,9,0.225
30,math500,0,0.9500000000000001,1.0,23,0.575
30,math500,1,0.0,0.05,0,0.0
30,math500,1,0.05,0.1,0,0.0
30,math500,1,0.1,0.15000000000000002,0,0.0
30,math500,1,0.15000000000000002,0.2,0,0.0
30,math500,1,0.2,0.25,0,0.0
30,math500,1,0.25,0.30000000000000004,0,0.0
30,math500,1,0.30000000000000004,0.35000000000000003,0,0.0
30,math500,1,0.35000000000000003,0.4,0,0.0
30,math500,1,0.4,0.45,0,0.0
30,math500,1,0.45,0.5,0,0.0
30,math500,1,0.5,0.55,0,0.0
30,math500,1,0.55,0.6000000000000001,0,0.0
30,math500,1,0.6000000000000001,0.65,0,0.0
30,math500,1,0.65,0.7000000000000001,0,0.0
30,math500,1,0.7000000000000001,0.75,0,0.0
30,math500,1,0.75,0.8,0,0.0
30,math500,1,0.8,0.8500000000000001,0,0.0
30,math500,1,0.8500000000000001,0.9,0,0.0
30,math500,1,0.9,0.9500000000000001,11,0.06875
30,math500,1,0.9500000000000001,1.0,149,0.93125
40,aime24,0,0.0,0.05,38,0.4222222222222222
40,aime24,0,0.05,0.1,0,0.0
40,aime24,0,0.1,0.15000000000000002,0,0.0
40,aime24,0,0.15000000000000002,0.2,0,0.0
40,aime24,0,0.2,0.25,0,0.0
40,aime24,0,0.25,0.30000000000000004,0,0.0
40,aime24,0,0.30000000000000004,0.35000000000000003,0,0.0
40,aime24,0,0.35000000000000003,0.4,0,0.0
40,aime24,0,0.4,0.45,0,0.0
40,aime24,0,0.45,0.5,0,0.0
40,aime24,0,0.5,0.55,0,0.0
40,aime24,0,0.55,0.6000000000000001,0,0.0
40,aime24,0,0.6000000000000001,0.65,0,0.0
40,aime24,0,0.65,0.7000000000000001,0,0.0
40,aime24,0,0.7000000000000001,0.75,0,0.0
40,aime24,0,0.75,0.8,0,0.0
40,aime24,0,0.8,0.8500000000000001,0,0.0
40,aime24,0,0.8500000000000001,0.9,0,0.0
40,aime24,0,0.9,0.9500000000000001,29,0.32222222222222224
40,aime24,0,0.9500000000000001,1.0,23,0.25555555555555554
40,aime24,1,0.0,0.05,0,0.0
40,aime24,1,0.05,0.1,0,0.0
40,aime24,1,0.1,0.15000000000000002,0,0.0
40,aime24,1,0.15000000000000002,0.2,0,0.0
40,aime24,1,0.2,0.25,0,0.0
40,aime24,1,0.25,0.30000000000000004,0,0.0
40,aime24,1,0.30000000000000004,0.35000000000000003,0,0.0
40,aime24,1,0.35000000000000003,0.4,0,0.0
40,aime24,1,0.4,0.45,0,0.0
40,aime24,1,0.45,0.5,0,0.0
40,aime24,1,0.5,0.55,0,0.0
40,aime24,1,0.55,0.6000000000000001,0,0.0
40,aime24,1,0.6000000000000001,0.65,0,0.0
40,aime24,1,0.65,0.7000000000000001,0,0.0
40,aime24,1,0.7000000000000001,0.75,0,0.0
40,aime24,1,0.75,0.8,0,0.0
40,aime24,1,0.8,0.8500000000000001,0,0.0
40,aime24,1,0.8500000000000001,0.9,0,0.0
40,aime24,1,0.9,0.9500000000000001,14,0.4666666666666667
40,aime24,1,0.9500000000000001,1.0,16,0.5333333333333333
40,amc24,0,0.0,0.05,13,0.2826086956521739
40,amc24,0,0.05,0.1,0,0.0
40,amc24,0,0.1,0.15000000000000002,0,0.0
40,amc24,0,0.15000000000000002,0.2,0,0.0
40,amc24,0,0.2,0.25,0,0.0
40,amc24,0,0.25,0.30000000000000004,0,0.0
40,amc24,0,0.30000000000000004,0.35000000000000003,0,0.0
40,amc24,0,0.35000000000000003,0.4,0,0.0
40,amc24,0,0.4,0.45,0,0.0
40,amc24,0,0.45,0.5,0,0.0
40,amc24,0,0.5,0.55,0,0.0
40,amc24,0,0.55,0.6000000000000001,0,0.0
40,amc24,0,0.6000000000000001,0.65,0,0.0
40,amc24,0,0.65,0.7000000000000001,0,0.0
40,amc24,0,0.7000000000000001,0.75,0,0.0
40,amc24,0,0.75,0.8,0,0.0
40,amc24,0,0.8,0.8500000000000001,0,0.0
40,amc24,0,0.8500000000000001,0.9,0,0.0
